VT_MR 27	2	3	3	3	4	3	4	3	4	3	3	3	3	3	4	3	3	3	4	4	3	3	4	3	3	3	3	3	4	2	4	4
VT_MR 28	2	2	1	2	2	2	2	2	1	2	3	3	2	1	3	2	2	3	2	3	1	1	4	2	3	2	2	2	2	1	2	2
VT_MR 29	3	5	3	3	4	4	4	4	3	3	4	4	4	3	5	3	3	5	4	4	4	3	5	5	4	4	4	3	3	3	4	4
VT_MR 30	1	2	3	2	3	4	5	4	2	1	2	2	3	1	3	2	2	3	5	3	3	2	4	3	2	3	2	1	2	1	3	2
VT_MR 31	2	3	2	1	2	2	1	2	1	1	1	3	1	1	1	2	1	3	1	1	1	1	3	1	1	1	1	1	2	1	2	2
VT_MR 32	1	1	1	1	1	1	2	2	1	1	3	3	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	1
VT_MR 33	2	3	1	2	4	2	4	4	2	1	3	4	4	1	3	3	3	4	3	3	3	2	3	4	2	4	4	2	2	3	4	3
VT_MR 34	2	2	2	2	3	3	4	2	2	2	2	2	3	2	2	2	2	6	3	3	2	2	3	3	3	3	2	2	2	3	2	4
VT_MR 35	4	5	1	4	4	5	5	5	5	3	5	5	6	3	4	5	4	5	3	4	4	4	5	6	3	3	5	3	2	2	5	4
VT_MR 36	4	6	3	3	5	5	5	4	3	3	4	5	4	2	5	4	3	6	5	6	4	3	5	5	5	4	4	3	4	3	3	3
VT_MR 37	3	4	1	3	4	3	5	4	3	1	4	4	3	1	4	3	5	4	3	4	4	3	4	5	3	4	4	3	3	1	5	4
VT_MR 38	1	2	1	1	1	2	3	3	2	1	2	2	3	1	2	1	1	2	2	2	1	2	3	3	1	1	2	2	2	2	2	3
VT_MR 39	1	2	2	2	2	2	3	2	2	2	4	4	4	2	3	2	1	4	2	3	4	3	2	2	4	4	3	2	3	2	2	2
VT_MR 40	1	2	1	1	3	1	3	2	1	1	2	4	2	1	3	1	2	2	1	2	2	2	3	4	1	3	2	1	3	1	1	2
VT_MR 41	1	2	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1
VT_MR 42	1	2	2	1	1	1	1	3	1	1	2	1	2	1	4	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2
VT_MR 43	3	5	2	2	4	4	2	3	2	2	3	2	3	2	7	2	2	3	3	3	3	1	4	4	3	2	2	4	3	2	1	1
VT_MR 44	4	4	1	1	4	6	4	6	2	2	5	4	1	2	5	4	7	7	3	5	3	3	5	7	3	4	1	4	3	2	6	3
VT_MR 45	3	4	3	3	4	4	3	3	2	3	3	4	4	2	4	4	3	5	4	4	3	4	5	4	4	4	3	2	3	3	4	4
VT_MR 46	5	4	4	6	5	4	5	5	4	5	4	5	4	4	5	2	4	5	4	4	6	4	4	5	4	I know this person	4	5	5	7	5	5
VT_MR 47	1	4	1	1	1	1	1	2	1	1	1	3	3	1	4	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1
VT_MR 48	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	5	3
VT_MR 49	4	5	4	3	4	5	5	5	4	4	5	4	4	3	6	4	4	5	4	5	4	4	5	5	4	4	5	3	4	3	4	4
VT_MR 50	3	4	3	3	5	3	3	3	3	3	4	4	4	3	4	3	3	4	3	4	3	3	4	4	3	4	3	3	3	3	4	4
VT_MR 51	4	3	3	3	4	5	3	3	3	3	3	1	4	6	2	2	4	4	3	2	5	1	3	4	3	2	4	6	4	3	3	5
VT_MR 52	2	4	2	3	2	2	3	3	3	2	3	3	2	2	2	3	3	4	3	2	3	3	2	2	3	3	3	3	2	2	4	2
VT_MR 53	3	4	3	4	4	4	3	4	4	3	5	4	4	2	4	3	3	4	4	4	3	3	3	4	3	4	4	4	4	4	3	4
VT_MR 54	2	6	1	2	4	5	3	6	2	2	2	3	6	1	7	1	3	5	3	3	5	2	2	7	5	3	2	3	2	1	4	3
VT_MR 55	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	2	1	3	1	1	2	2	1	2	1	1	2	1	2	1
VT_MR 56	3	5	3	3	4	3	6	6	3	2	4	5	5	2	5	3	5	5	3	4	3	3	5	7	7	5	5	2	3	3	5	4
VT_MR 57	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	4	4	3	3	3	3	3	3	3	3
VT_MR 58	2	2	2	1	2	2	2	2	2	1	2	2	2	1	3	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2
VT_MR 59	1	3	1	1	1	2	3	2	1	1	2	3	1	1	2	2	1	2	1	2	1	1	3	2	2	2	1	2	3	1	2	2
VT_MR 60	2	3	1	1	3	2	3	2	1	1	2	4	2	1	2	2	2	3	2	3	2	2	3	3	3	2	3	2	2	2	2	3
VT_MR 61	4	4	4	4	3	4	4	4	3	4	5	5	5	3	5	4	5	7	3	4	5	4	3	6	5	4	4	I know this person	5	4	5	4
VT_MR 62	4	3	5	1	3	3	2	5	1	3	2	5	3	3	3	2	2	5	5	4	3	1	2	3	3	2	2	2	3	3	3	3
VT_MR 63	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2
VT_MR 64	3	4	4	3	4	4	4	4	4	2	4	4	4	1	4	3	2	4	3	5	3	4	3	5	3	4	3	3	3	4	3	4
VT_MR 65	3	3	3	3	2	3	3	4	2	4	4	4	4	3	5	3	3	3	2	3	3	3	4	3	4	2	3	4	3	3	4	2
VT_MR 66	4	6	5	3	4	5	4	4	4	4	4	6	5	3	4	4	1	6	7	5	5	3	6	4	6	7	5	5	7	3	4	4
VT_MR 67	3	4	3	3	4	4	4	3	3	3	4	4	3	3	4	2	3	4	3	3	3	4	3	3	3	4	3	3	4	3	3	3
VT_MR 68	2	2	1	1	1	1	1	1	1	1	1	2	3	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1
VT_MR 69	3	2	1	1	2	1	3	2	3	2	1	2	1	1	2	1	2	3	2	3	3	2	3	4	1	4	1	1	2	1	3	2
VT_MR 70	3	4	3	3	2	3	4	4	3	2	3	4	4	1	4	3	3	4	3	3	3	3	3	4	3	4	3	2	3	3	3	3
VT_MR 71	1	4	1	1	2	2	3	3	1	1	2	3	2	1	3	2	2	3	2	3	1	3	2	4	2	5	2	1	4	1	1	2
VT_MR 72	3	5	4	3	3	3	3	4	2	3	3	1	2	1	3	4	1	5	3	3	2	2	2	5	3	3	3	3	3	2	3	3
VT_MR 73	2	2	2	2	3	2	3	3	2	1	3	4	3	1	3	2	2	3	2	3	2	2	2	3	2	3	2	2	3	1	3	2
VT_MR 74	3	4	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	4	4	3	3	3	3	3	3	3	3
VT_MR 75	3	4	3	3	3	3	3	3	3	2	4	4	3	1	3	3	4	4	3	5	3	3	4	4	2	3	4	2	4	2	5	2
VT_MR 76	2	5	2	2	4	4	4	3	2	3	3	2	3	1	4	3	3	4	2	4	2	2	3	3	3	2	2	2	3	1	2	3
VT_MR 77	2	3	2	3	4	2	4	2	2	3	3	3	3	2	3	2	2	3	3	4	2	2	4	4	3	3	3	3	2	2	4	2
VT_MR 78	2	4	2	1	2	4	2	3	3	2	4	2	2	1	2	2	2	3	3	3	1	2	2	4	2	2	3	3	4	2	3	2
VT_MR 79	2	5	3	3	3	3	4	3	3	3	3	4	3	4	5	3	3	3	3	4	4	1	3	5	4	4	3	2	5	3	5	4
VT_MR 80	4	5	4	4	4	5	4	5	5	4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4
VT_MR 81	2	2	2	2	3	3	3	2	2	2	2	3	4	2	4	2	2	3	3	4	3	2	4	3	3	2	3	2	2	2	3	2
VT_MR 82	3	7	2	2	3	3	2	3	2	4	3	7	2	2	2	2	2	6	2	3	2	2	5	4	3	2	4	2	2	1	I know this person	3
VT_MR 83	2	4	3	3	2	5	3	3	2	NA	2	2	3	3	3	4	2	3	4	2	3	2	4	2	3	2	3	2	4	2	1	4
